IncomeVerifiable,IncomeRange,IsBorrowerHomeowner,LoanStatus,NewLoanOriginationDate,LoanOriginalAmount
FALSE,"$75,000-99,999",FALSE,Chargedoff,9-2010,3000
FALSE,"$75,000-99,999",FALSE,Chargedoff,9-2012,10000
FALSE,"$75,000-99,999",FALSE,Completed,10-2010,16200
FALSE,"$75,000-99,999",FALSE,Completed,10-2011,32500
FALSE,"$75,000-99,999",FALSE,Completed,10-2012,2000
FALSE,"$75,000-99,999",FALSE,Completed,11-2009,12050
FALSE,"$75,000-99,999",FALSE,Completed,11-2010,17100
FALSE,"$75,000-99,999",FALSE,Completed,11-2011,10000
FALSE,"$75,000-99,999",FALSE,Completed,11-2012,4000
FALSE,"$75,000-99,999",FALSE,Completed,11-2013,25000
FALSE,"$75,000-99,999",FALSE,Completed,1-2011,10000
FALSE,"$75,000-99,999",FALSE,Completed,1-2012,12000
FALSE,"$75,000-99,999",FALSE,Completed,1-2013,14000
FALSE,"$75,000-99,999",FALSE,Completed,12-2009,13500
FALSE,"$75,000-99,999",FALSE,Completed,12-2010,11500
FALSE,"$75,000-99,999",FALSE,Completed,12-2011,25500
FALSE,"$75,000-99,999",FALSE,Completed,12-2012,12378
FALSE,"$75,000-99,999",FALSE,Completed,2-2011,18500
FALSE,"$75,000-99,999",FALSE,Completed,2-2012,25800
FALSE,"$75,000-99,999",FALSE,Completed,2-2013,11000
FALSE,"$75,000-99,999",FALSE,Completed,3-2010,13000
FALSE,"$75,000-99,999",FALSE,Completed,3-2011,12000
FALSE,"$75,000-99,999",FALSE,Completed,3-2013,14000
FALSE,"$75,000-99,999",FALSE,Completed,4-2010,1000
FALSE,"$75,000-99,999",FALSE,Completed,4-2011,5000
FALSE,"$75,000-99,999",FALSE,Completed,4-2012,13000
FALSE,"$75,000-99,999",FALSE,Completed,5-2010,5700
FALSE,"$75,000-99,999",FALSE,Completed,5-2011,16500
FALSE,"$75,000-99,999",FALSE,Completed,5-2012,58000
FALSE,"$75,000-99,999",FALSE,Completed,5-2013,8500
FALSE,"$75,000-99,999",FALSE,Completed,6-2010,8500
FALSE,"$75,000-99,999",FALSE,Completed,6-2011,43403
FALSE,"$75,000-99,999",FALSE,Completed,6-2012,28500
FALSE,"$75,000-99,999",FALSE,Completed,6-2013,10000
FALSE,"$75,000-99,999",FALSE,Completed,7-2008,17500
FALSE,"$75,000-99,999",FALSE,Completed,7-2010,10500
FALSE,"$75,000-99,999",FALSE,Completed,7-2011,33000
FALSE,"$75,000-99,999",FALSE,Completed,7-2012,25000
FALSE,"$75,000-99,999",FALSE,Completed,7-2013,4000
FALSE,"$75,000-99,999",FALSE,Completed,8-2008,5000
FALSE,"$75,000-99,999",FALSE,Completed,8-2010,3500
FALSE,"$75,000-99,999",FALSE,Completed,8-2011,35500
FALSE,"$75,000-99,999",FALSE,Completed,8-2012,4000
FALSE,"$75,000-99,999",FALSE,Completed,9-2008,8000
FALSE,"$75,000-99,999",FALSE,Completed,9-2009,4175
FALSE,"$75,000-99,999",FALSE,Completed,9-2010,15000
FALSE,"$75,000-99,999",FALSE,Completed,9-2011,28000
FALSE,"$75,000-99,999",FALSE,Completed,9-2012,15000
FALSE,"$75,000-99,999",FALSE,Current,10-2011,55000
FALSE,"$75,000-99,999",FALSE,Current,10-2012,42900
FALSE,"$75,000-99,999",FALSE,Current,10-2013,249200
FALSE,"$75,000-99,999",FALSE,Current,11-2011,10000
FALSE,"$75,000-99,999",FALSE,Current,11-2012,48000
FALSE,"$75,000-99,999",FALSE,Current,11-2013,226000
FALSE,"$75,000-99,999",FALSE,Current,1-2012,42000
FALSE,"$75,000-99,999",FALSE,Current,1-2013,39439
FALSE,"$75,000-99,999",FALSE,Current,1-2014,447852
FALSE,"$75,000-99,999",FALSE,Current,12-2011,7500
FALSE,"$75,000-99,999",FALSE,Current,12-2012,15000
FALSE,"$75,000-99,999",FALSE,Current,12-2013,279365
FALSE,"$75,000-99,999",FALSE,Current,2-2012,36000
FALSE,"$75,000-99,999",FALSE,Current,2-2013,12000
FALSE,"$75,000-99,999",FALSE,Current,2-2014,320900
FALSE,"$75,000-99,999",FALSE,Current,3-2012,37100
FALSE,"$75,000-99,999",FALSE,Current,3-2013,17000
FALSE,"$75,000-99,999",FALSE,Current,3-2014,61500
FALSE,"$75,000-99,999",FALSE,Current,4-2011,10368
FALSE,"$75,000-99,999",FALSE,Current,4-2012,43000
FALSE,"$75,000-99,999",FALSE,Current,4-2013,36800
FALSE,"$75,000-99,999",FALSE,Current,5-2011,23947
FALSE,"$75,000-99,999",FALSE,Current,5-2012,21500
FALSE,"$75,000-99,999",FALSE,Current,5-2013,45500
FALSE,"$75,000-99,999",FALSE,Current,6-2012,48500
FALSE,"$75,000-99,999",FALSE,Current,6-2013,74000
FALSE,"$75,000-99,999",FALSE,Current,7-2011,5000
FALSE,"$75,000-99,999",FALSE,Current,7-2012,59500
FALSE,"$75,000-99,999",FALSE,Current,7-2013,58000
FALSE,"$75,000-99,999",FALSE,Current,8-2012,10000
FALSE,"$75,000-99,999",FALSE,Current,8-2013,50000
FALSE,"$75,000-99,999",FALSE,Current,9-2011,31987
FALSE,"$75,000-99,999",FALSE,Current,9-2012,64750
FALSE,"$75,000-99,999",FALSE,Current,9-2013,114500
FALSE,"$75,000-99,999",FALSE,Defaulted,10-2008,7500
FALSE,"$75,000-99,999",FALSE,Defaulted,12-2011,4000
FALSE,"$75,000-99,999",FALSE,Defaulted,12-2013,2500
FALSE,"$75,000-99,999",FALSE,Defaulted,4-2012,12000
FALSE,"$75,000-99,999",FALSE,Defaulted,6-2012,10000
FALSE,"$75,000-99,999",FALSE,FinalPaymentInProgress,11-2012,6500
FALSE,"$75,000-99,999",FALSE,Past Due (1-15 days),10-2011,10000
FALSE,"$75,000-99,999",FALSE,Past Due (1-15 days),12-2011,6000
FALSE,"$75,000-99,999",FALSE,Past Due (1-15 days),4-2011,12500
FALSE,"$75,000-99,999",FALSE,Past Due (1-15 days),4-2012,15000
FALSE,"$75,000-99,999",FALSE,Past Due (1-15 days),9-2013,5000
FALSE,"$75,000-99,999",FALSE,Past Due (31-60 days),12-2013,6000
FALSE,"$75,000-99,999",FALSE,Past Due (61-90 days),10-2012,15000
FALSE,"$75,000-99,999",FALSE,Past Due (61-90 days),11-2013,15000
FALSE,"$75,000-99,999",FALSE,Past Due (61-90 days),12-2011,6000
FALSE,"$75,000-99,999",FALSE,Past Due (61-90 days),4-2013,6000
FALSE,"$75,000-99,999",FALSE,Past Due (61-90 days),6-2013,4000
FALSE,"$75,000-99,999",FALSE,Past Due (91-120 days),2-2012,4000
FALSE,"$75,000-99,999",FALSE,Past Due (91-120 days),7-2013,4000
FALSE,"$75,000-99,999",FALSE,Past Due (91-120 days),9-2012,4000
FALSE,"$75,000-99,999",TRUE,Chargedoff,10-2008,21200
FALSE,"$75,000-99,999",TRUE,Chargedoff,10-2011,4000
FALSE,"$75,000-99,999",TRUE,Chargedoff,10-2012,4000
FALSE,"$75,000-99,999",TRUE,Chargedoff,11-2011,7500
FALSE,"$75,000-99,999",TRUE,Chargedoff,1-2012,23500
FALSE,"$75,000-99,999",TRUE,Chargedoff,12-2011,15000
FALSE,"$75,000-99,999",TRUE,Chargedoff,2-2011,4000
FALSE,"$75,000-99,999",TRUE,Chargedoff,2-2012,12000
FALSE,"$75,000-99,999",TRUE,Chargedoff,3-2011,6000
FALSE,"$75,000-99,999",TRUE,Chargedoff,3-2012,5000
FALSE,"$75,000-99,999",TRUE,Chargedoff,4-2012,19000
FALSE,"$75,000-99,999",TRUE,Chargedoff,4-2013,4000
FALSE,"$75,000-99,999",TRUE,Chargedoff,6-2012,4000
FALSE,"$75,000-99,999",TRUE,Chargedoff,6-2013,10000
FALSE,"$75,000-99,999",TRUE,Chargedoff,8-2008,36900
FALSE,"$75,000-99,999",TRUE,Chargedoff,8-2011,7700
FALSE,"$75,000-99,999",TRUE,Chargedoff,8-2012,13000
FALSE,"$75,000-99,999",TRUE,Chargedoff,9-2008,99800
FALSE,"$75,000-99,999",TRUE,Chargedoff,9-2011,7500
FALSE,"$75,000-99,999",TRUE,Completed,10-2008,11075
FALSE,"$75,000-99,999",TRUE,Completed,10-2009,1000
FALSE,"$75,000-99,999",TRUE,Completed,10-2010,4000
FALSE,"$75,000-99,999",TRUE,Completed,10-2011,38900
FALSE,"$75,000-99,999",TRUE,Completed,10-2012,4000
FALSE,"$75,000-99,999",TRUE,Completed,10-2013,7000
FALSE,"$75,000-99,999",TRUE,Completed,11-2009,3000
FALSE,"$75,000-99,999",TRUE,Completed,11-2010,3300
FALSE,"$75,000-99,999",TRUE,Completed,11-2011,3000
FALSE,"$75,000-99,999",TRUE,Completed,11-2012,28000
FALSE,"$75,000-99,999",TRUE,Completed,1-2010,10000
FALSE,"$75,000-99,999",TRUE,Completed,1-2011,8000
FALSE,"$75,000-99,999",TRUE,Completed,1-2012,30000
FALSE,"$75,000-99,999",TRUE,Completed,1-2013,15000
FALSE,"$75,000-99,999",TRUE,Completed,12-2009,12000
FALSE,"$75,000-99,999",TRUE,Completed,12-2010,4000
FALSE,"$75,000-99,999",TRUE,Completed,12-2011,36500
FALSE,"$75,000-99,999",TRUE,Completed,12-2012,2870
FALSE,"$75,000-99,999",TRUE,Completed,2-2011,10700
FALSE,"$75,000-99,999",TRUE,Completed,2-2012,21000
FALSE,"$75,000-99,999",TRUE,Completed,2-2013,10000
FALSE,"$75,000-99,999",TRUE,Completed,3-2010,3000
FALSE,"$75,000-99,999",TRUE,Completed,3-2012,8000
FALSE,"$75,000-99,999",TRUE,Completed,4-2010,32012
FALSE,"$75,000-99,999",TRUE,Completed,4-2012,17500
FALSE,"$75,000-99,999",TRUE,Completed,5-2011,8500
FALSE,"$75,000-99,999",TRUE,Completed,5-2012,43000
FALSE,"$75,000-99,999",TRUE,Completed,6-2010,8900
FALSE,"$75,000-99,999",TRUE,Completed,6-2011,7500
FALSE,"$75,000-99,999",TRUE,Completed,6-2013,4000
FALSE,"$75,000-99,999",TRUE,Completed,7-2008,40500
FALSE,"$75,000-99,999",TRUE,Completed,7-2010,3000
FALSE,"$75,000-99,999",TRUE,Completed,7-2011,13000
FALSE,"$75,000-99,999",TRUE,Completed,8-2008,65250
FALSE,"$75,000-99,999",TRUE,Completed,8-2009,1000
FALSE,"$75,000-99,999",TRUE,Completed,8-2010,24800
FALSE,"$75,000-99,999",TRUE,Completed,8-2011,8250
FALSE,"$75,000-99,999",TRUE,Completed,8-2012,8500
FALSE,"$75,000-99,999",TRUE,Completed,8-2013,4000
FALSE,"$75,000-99,999",TRUE,Completed,9-2008,25700
FALSE,"$75,000-99,999",TRUE,Completed,9-2009,1500
FALSE,"$75,000-99,999",TRUE,Completed,9-2010,2000
FALSE,"$75,000-99,999",TRUE,Completed,9-2011,2500
FALSE,"$75,000-99,999",TRUE,Completed,9-2012,15000
FALSE,"$75,000-99,999",TRUE,Current,10-2011,36500
FALSE,"$75,000-99,999",TRUE,Current,10-2012,15000
FALSE,"$75,000-99,999",TRUE,Current,10-2013,227000
FALSE,"$75,000-99,999",TRUE,Current,11-2011,30000
FALSE,"$75,000-99,999",TRUE,Current,11-2012,31500
FALSE,"$75,000-99,999",TRUE,Current,11-2013,248000
FALSE,"$75,000-99,999",TRUE,Current,1-2012,25500
FALSE,"$75,000-99,999",TRUE,Current,1-2013,18000
FALSE,"$75,000-99,999",TRUE,Current,1-2014,502750
FALSE,"$75,000-99,999",TRUE,Current,12-2011,17500
FALSE,"$75,000-99,999",TRUE,Current,12-2012,25302
FALSE,"$75,000-99,999",TRUE,Current,12-2013,456200
FALSE,"$75,000-99,999",TRUE,Current,2-2012,49000
FALSE,"$75,000-99,999",TRUE,Current,2-2013,18000
FALSE,"$75,000-99,999",TRUE,Current,2-2014,324798
FALSE,"$75,000-99,999",TRUE,Current,3-2012,39000
FALSE,"$75,000-99,999",TRUE,Current,3-2013,61000
FALSE,"$75,000-99,999",TRUE,Current,3-2014,106500
FALSE,"$75,000-99,999",TRUE,Current,4-2011,22500
FALSE,"$75,000-99,999",TRUE,Current,4-2012,21900
FALSE,"$75,000-99,999",TRUE,Current,4-2013,58000
FALSE,"$75,000-99,999",TRUE,Current,5-2012,49000
FALSE,"$75,000-99,999",TRUE,Current,5-2013,108000
FALSE,"$75,000-99,999",TRUE,Current,6-2011,39999
FALSE,"$75,000-99,999",TRUE,Current,6-2012,43000
FALSE,"$75,000-99,999",TRUE,Current,6-2013,77500
FALSE,"$75,000-99,999",TRUE,Current,7-2011,7000
FALSE,"$75,000-99,999",TRUE,Current,7-2012,17500
FALSE,"$75,000-99,999",TRUE,Current,7-2013,82000
FALSE,"$75,000-99,999",TRUE,Current,8-2011,7600
FALSE,"$75,000-99,999",TRUE,Current,8-2012,19000
FALSE,"$75,000-99,999",TRUE,Current,8-2013,72800
FALSE,"$75,000-99,999",TRUE,Current,9-2011,23000
FALSE,"$75,000-99,999",TRUE,Current,9-2012,29250
FALSE,"$75,000-99,999",TRUE,Current,9-2013,89000
FALSE,"$75,000-99,999",TRUE,Defaulted,10-2011,7500
FALSE,"$75,000-99,999",TRUE,Defaulted,3-2012,19000
FALSE,"$75,000-99,999",TRUE,Defaulted,4-2010,6000
FALSE,"$75,000-99,999",TRUE,Defaulted,7-2008,22000
FALSE,"$75,000-99,999",TRUE,Defaulted,9-2008,17500
FALSE,"$75,000-99,999",TRUE,Past Due (1-15 days),4-2013,8500
FALSE,"$75,000-99,999",TRUE,Past Due (16-30 days),7-2012,13000
FALSE,"$75,000-99,999",TRUE,Past Due (31-60 days),1-2012,4000
FALSE,"$75,000-99,999",TRUE,Past Due (31-60 days),2-2013,4000
FALSE,"$75,000-99,999",TRUE,Past Due (31-60 days),4-2012,4000
FALSE,"$75,000-99,999",TRUE,Past Due (61-90 days),2-2012,2500
FALSE,"$75,000-99,999",TRUE,Past Due (61-90 days),8-2013,10000
FALSE,Not displayed,FALSE,Chargedoff,1-2007,11000
FALSE,Not displayed,FALSE,Chargedoff,12-2006,10000
FALSE,Not displayed,FALSE,Chargedoff,2-2007,15000
FALSE,Not displayed,FALSE,Chargedoff,4-2006,5000
FALSE,Not displayed,FALSE,Chargedoff,5-2007,1600
FALSE,Not displayed,FALSE,Chargedoff,7-2006,12000
FALSE,Not displayed,FALSE,Chargedoff,8-2006,15000
FALSE,Not displayed,FALSE,Completed,10-2006,17001
FALSE,Not displayed,FALSE,Completed,11-2006,29300
FALSE,Not displayed,FALSE,Completed,1-2007,24649
FALSE,Not displayed,FALSE,Completed,12-2006,56701
FALSE,Not displayed,FALSE,Completed,2-2006,10200
FALSE,Not displayed,FALSE,Completed,2-2007,19050
FALSE,Not displayed,FALSE,Completed,3-2006,6925
FALSE,Not displayed,FALSE,Completed,3-2007,12000
FALSE,Not displayed,FALSE,Completed,4-2006,23203
FALSE,Not displayed,FALSE,Completed,4-2007,25000
FALSE,Not displayed,FALSE,Completed,5-2006,34201
FALSE,Not displayed,FALSE,Completed,6-2006,10000
FALSE,Not displayed,FALSE,Completed,7-2006,10500
FALSE,Not displayed,FALSE,Completed,8-2006,6750
FALSE,Not displayed,FALSE,Completed,9-2006,39350
FALSE,Not displayed,FALSE,Defaulted,11-2006,1000
FALSE,Not displayed,FALSE,Defaulted,1-2007,26000
FALSE,Not displayed,FALSE,Defaulted,12-2006,6101
FALSE,Not displayed,FALSE,Defaulted,2-2006,3000
FALSE,Not displayed,FALSE,Defaulted,3-2006,3000
FALSE,Not displayed,FALSE,Defaulted,3-2007,10000
FALSE,Not displayed,FALSE,Defaulted,8-2006,26501
FALSE,Not displayed,FALSE,Defaulted,9-2006,11000
FALSE,Not displayed,TRUE,Cancelled,5-2006,1000
FALSE,Not displayed,TRUE,Chargedoff,1-2007,55000
FALSE,Not displayed,TRUE,Chargedoff,2-2007,2500
FALSE,Not displayed,TRUE,Chargedoff,5-2007,10000
FALSE,Not displayed,TRUE,Completed,10-2006,18000
FALSE,Not displayed,TRUE,Completed,11-2006,50550
FALSE,Not displayed,TRUE,Completed,1-2007,8000
FALSE,Not displayed,TRUE,Completed,12-2006,7250
FALSE,Not displayed,TRUE,Completed,3-2007,31000
FALSE,Not displayed,TRUE,Completed,4-2006,7500
FALSE,Not displayed,TRUE,Completed,4-2007,2500
FALSE,Not displayed,TRUE,Completed,5-2006,9000
FALSE,Not displayed,TRUE,Completed,5-2007,7550
FALSE,Not displayed,TRUE,Completed,6-2006,9500
FALSE,Not displayed,TRUE,Completed,8-2006,19000
FALSE,Not displayed,TRUE,Completed,9-2006,1500
FALSE,Not displayed,TRUE,Defaulted,1-2007,35000
FALSE,Not displayed,TRUE,Defaulted,2-2007,50000
FALSE,Not displayed,TRUE,Defaulted,3-2007,20000
FALSE,Not employed,FALSE,Chargedoff,10-2007,1000
FALSE,Not employed,FALSE,Chargedoff,10-2011,10600
FALSE,Not employed,FALSE,Chargedoff,10-2012,48000
FALSE,Not employed,FALSE,Chargedoff,11-2009,3000
FALSE,Not employed,FALSE,Chargedoff,11-2010,10700
FALSE,Not employed,FALSE,Chargedoff,11-2011,20000
FALSE,Not employed,FALSE,Chargedoff,11-2012,22000
FALSE,Not employed,FALSE,Chargedoff,1-2010,2500
FALSE,Not employed,FALSE,Chargedoff,1-2011,17000
FALSE,Not employed,FALSE,Chargedoff,1-2012,16000
FALSE,Not employed,FALSE,Chargedoff,1-2013,8000
FALSE,Not employed,FALSE,Chargedoff,12-2009,1000
FALSE,Not employed,FALSE,Chargedoff,12-2010,5000
FALSE,Not employed,FALSE,Chargedoff,12-2011,27500
FALSE,Not employed,FALSE,Chargedoff,12-2012,17000
FALSE,Not employed,FALSE,Chargedoff,2-2010,1000
FALSE,Not employed,FALSE,Chargedoff,2-2011,17000
FALSE,Not employed,FALSE,Chargedoff,2-2012,47000
FALSE,Not employed,FALSE,Chargedoff,3-2007,8300
FALSE,Not employed,FALSE,Chargedoff,3-2011,17500
FALSE,Not employed,FALSE,Chargedoff,3-2012,6000
FALSE,Not employed,FALSE,Chargedoff,4-2007,8500
FALSE,Not employed,FALSE,Chargedoff,4-2008,1000
FALSE,Not employed,FALSE,Chargedoff,4-2010,1200
FALSE,Not employed,FALSE,Chargedoff,4-2011,11000
FALSE,Not employed,FALSE,Chargedoff,4-2012,84000
FALSE,Not employed,FALSE,Chargedoff,5-2007,18400
FALSE,Not employed,FALSE,Chargedoff,5-2008,2750
FALSE,Not employed,FALSE,Chargedoff,5-2010,1650
FALSE,Not employed,FALSE,Chargedoff,5-2011,15448
FALSE,Not employed,FALSE,Chargedoff,5-2012,24000
FALSE,Not employed,FALSE,Chargedoff,5-2013,4000
FALSE,Not employed,FALSE,Chargedoff,6-2007,2000
FALSE,Not employed,FALSE,Chargedoff,6-2010,1600
FALSE,Not employed,FALSE,Chargedoff,6-2011,22801
FALSE,Not employed,FALSE,Chargedoff,6-2012,26500
FALSE,Not employed,FALSE,Chargedoff,6-2013,4000
FALSE,Not employed,FALSE,Chargedoff,7-2010,2300
FALSE,Not employed,FALSE,Chargedoff,7-2011,11500
FALSE,Not employed,FALSE,Chargedoff,7-2012,35000
FALSE,Not employed,FALSE,Chargedoff,8-2008,2000
FALSE,Not employed,FALSE,Chargedoff,8-2011,23500
FALSE,Not employed,FALSE,Chargedoff,8-2012,4000
FALSE,Not employed,FALSE,Chargedoff,9-2008,2600
FALSE,Not employed,FALSE,Chargedoff,9-2010,1500
FALSE,Not employed,FALSE,Chargedoff,9-2011,40750
FALSE,Not employed,FALSE,Chargedoff,9-2012,16000
FALSE,Not employed,FALSE,Completed,10-2007,9500
FALSE,Not employed,FALSE,Completed,10-2008,2900
FALSE,Not employed,FALSE,Completed,10-2009,7200
FALSE,Not employed,FALSE,Completed,10-2010,7000
FALSE,Not employed,FALSE,Completed,10-2011,55800
FALSE,Not employed,FALSE,Completed,10-2012,40200
FALSE,Not employed,FALSE,Completed,11-2009,4600
FALSE,Not employed,FALSE,Completed,11-2010,2900
FALSE,Not employed,FALSE,Completed,11-2011,21500
FALSE,Not employed,FALSE,Completed,11-2012,21000
FALSE,Not employed,FALSE,Completed,1-2011,11000
FALSE,Not employed,FALSE,Completed,1-2012,49000
FALSE,Not employed,FALSE,Completed,1-2013,2500
FALSE,Not employed,FALSE,Completed,12-2009,3000
FALSE,Not employed,FALSE,Completed,12-2010,18000
FALSE,Not employed,FALSE,Completed,12-2011,40000
FALSE,Not employed,FALSE,Completed,12-2012,6437
FALSE,Not employed,FALSE,Completed,2-2008,24051
FALSE,Not employed,FALSE,Completed,2-2010,2500
FALSE,Not employed,FALSE,Completed,2-2011,12500
FALSE,Not employed,FALSE,Completed,2-2012,29000
FALSE,Not employed,FALSE,Completed,2-2013,8000
FALSE,Not employed,FALSE,Completed,3-2007,16000
FALSE,Not employed,FALSE,Completed,3-2008,2500
FALSE,Not employed,FALSE,Completed,3-2010,10000
FALSE,Not employed,FALSE,Completed,3-2011,2000
FALSE,Not employed,FALSE,Completed,3-2012,21000
FALSE,Not employed,FALSE,Completed,3-2013,3500
FALSE,Not employed,FALSE,Completed,4-2007,20046
FALSE,Not employed,FALSE,Completed,4-2010,1000
FALSE,Not employed,FALSE,Completed,4-2011,4000
FALSE,Not employed,FALSE,Completed,4-2012,24000
FALSE,Not employed,FALSE,Completed,4-2013,2000
FALSE,Not employed,FALSE,Completed,5-2011,35725
FALSE,Not employed,FALSE,Completed,5-2012,16700
FALSE,Not employed,FALSE,Completed,5-2013,6000
FALSE,Not employed,FALSE,Completed,6-2007,3000
FALSE,Not employed,FALSE,Completed,6-2008,6000
FALSE,Not employed,FALSE,Completed,6-2010,1500
FALSE,Not employed,FALSE,Completed,6-2011,16776
FALSE,Not employed,FALSE,Completed,6-2012,14100
FALSE,Not employed,FALSE,Completed,7-2008,2500
FALSE,Not employed,FALSE,Completed,7-2010,6500
FALSE,Not employed,FALSE,Completed,7-2011,14500
FALSE,Not employed,FALSE,Completed,7-2012,29500
FALSE,Not employed,FALSE,Completed,7-2013,4000
FALSE,Not employed,FALSE,Completed,8-2008,7800
FALSE,Not employed,FALSE,Completed,8-2009,1000
FALSE,Not employed,FALSE,Completed,8-2010,15000
FALSE,Not employed,FALSE,Completed,8-2011,19500
FALSE,Not employed,FALSE,Completed,8-2012,40000
FALSE,Not employed,FALSE,Completed,9-2007,2000
FALSE,Not employed,FALSE,Completed,9-2008,4000
FALSE,Not employed,FALSE,Completed,9-2009,5500
FALSE,Not employed,FALSE,Completed,9-2010,9000
FALSE,Not employed,FALSE,Completed,9-2011,26700
FALSE,Not employed,FALSE,Completed,9-2012,33500
FALSE,Not employed,FALSE,Current,10-2011,26352
FALSE,Not employed,FALSE,Current,10-2012,64500
FALSE,Not employed,FALSE,Current,11-2011,29500
FALSE,Not employed,FALSE,Current,11-2012,50310
FALSE,Not employed,FALSE,Current,1-2012,7000
FALSE,Not employed,FALSE,Current,1-2013,10000
FALSE,Not employed,FALSE,Current,12-2011,6000
FALSE,Not employed,FALSE,Current,12-2012,66377
FALSE,Not employed,FALSE,Current,2-2012,9102
FALSE,Not employed,FALSE,Current,2-2013,8000
FALSE,Not employed,FALSE,Current,3-2011,5000
FALSE,Not employed,FALSE,Current,3-2012,49100
FALSE,Not employed,FALSE,Current,3-2013,15500
FALSE,Not employed,FALSE,Current,4-2011,7500
FALSE,Not employed,FALSE,Current,4-2012,79000
FALSE,Not employed,FALSE,Current,5-2011,33000
FALSE,Not employed,FALSE,Current,5-2012,44500
FALSE,Not employed,FALSE,Current,5-2013,28000
FALSE,Not employed,FALSE,Current,6-2011,8155
FALSE,Not employed,FALSE,Current,6-2012,40247
FALSE,Not employed,FALSE,Current,6-2013,29000
FALSE,Not employed,FALSE,Current,7-2011,10500
FALSE,Not employed,FALSE,Current,7-2012,86500
FALSE,Not employed,FALSE,Current,7-2013,24000
FALSE,Not employed,FALSE,Current,8-2011,19500
FALSE,Not employed,FALSE,Current,8-2012,76500
FALSE,Not employed,FALSE,Current,8-2013,28000
FALSE,Not employed,FALSE,Current,9-2011,41261
FALSE,Not employed,FALSE,Current,9-2012,60875
FALSE,Not employed,FALSE,Current,9-2013,15000
FALSE,Not employed,FALSE,Defaulted,1-2012,8000
FALSE,Not employed,FALSE,Defaulted,2-2012,4000
FALSE,Not employed,FALSE,Defaulted,2-2013,4000
FALSE,Not employed,FALSE,Defaulted,4-2007,4000
FALSE,Not employed,FALSE,Defaulted,4-2010,1000
FALSE,Not employed,FALSE,Defaulted,4-2012,13000
FALSE,Not employed,FALSE,Defaulted,5-2007,7000
FALSE,Not employed,FALSE,Defaulted,6-2011,5000
FALSE,Not employed,FALSE,Defaulted,6-2013,2000
FALSE,Not employed,FALSE,Defaulted,7-2012,2500
FALSE,Not employed,FALSE,Defaulted,8-2011,5000
FALSE,Not employed,FALSE,Defaulted,9-2011,15074
FALSE,Not employed,FALSE,Defaulted,9-2012,14000
FALSE,Not employed,FALSE,Past Due (1-15 days),10-2011,10000
FALSE,Not employed,FALSE,Past Due (1-15 days),11-2011,10000
FALSE,Not employed,FALSE,Past Due (1-15 days),12-2012,7000
FALSE,Not employed,FALSE,Past Due (1-15 days),2-2012,4000
FALSE,Not employed,FALSE,Past Due (1-15 days),5-2012,15000
FALSE,Not employed,FALSE,Past Due (1-15 days),6-2012,4000
FALSE,Not employed,FALSE,Past Due (1-15 days),8-2012,4200
FALSE,Not employed,FALSE,Past Due (16-30 days),11-2012,11500
FALSE,Not employed,FALSE,Past Due (16-30 days),6-2012,5000
FALSE,Not employed,FALSE,Past Due (16-30 days),7-2012,5000
FALSE,Not employed,FALSE,Past Due (16-30 days),8-2013,2000
FALSE,Not employed,FALSE,Past Due (31-60 days),8-2013,4000
FALSE,Not employed,FALSE,Past Due (61-90 days),12-2011,2500
FALSE,Not employed,FALSE,Past Due (61-90 days),5-2012,15000
FALSE,Not employed,FALSE,Past Due (61-90 days),8-2012,2000
FALSE,Not employed,FALSE,Past Due (91-120 days),11-2011,5750
FALSE,Not employed,FALSE,Past Due (91-120 days),1-2013,2000
FALSE,Not employed,FALSE,Past Due (91-120 days),6-2012,4000
FALSE,Not employed,TRUE,Chargedoff,10-2011,12500
FALSE,Not employed,TRUE,Chargedoff,10-2012,11500
FALSE,Not employed,TRUE,Chargedoff,11-2011,3500
FALSE,Not employed,TRUE,Chargedoff,11-2012,3222
FALSE,Not employed,TRUE,Chargedoff,1-2012,34000
FALSE,Not employed,TRUE,Chargedoff,12-2011,4800
FALSE,Not employed,TRUE,Chargedoff,12-2012,15000
FALSE,Not employed,TRUE,Chargedoff,2-2012,15000
FALSE,Not employed,TRUE,Chargedoff,3-2012,4000
FALSE,Not employed,TRUE,Chargedoff,4-2007,8000
FALSE,Not employed,TRUE,Chargedoff,4-2008,2500
FALSE,Not employed,TRUE,Chargedoff,4-2011,7500
FALSE,Not employed,TRUE,Chargedoff,4-2012,13500
FALSE,Not employed,TRUE,Chargedoff,5-2012,3500
FALSE,Not employed,TRUE,Chargedoff,6-2012,5000
FALSE,Not employed,TRUE,Chargedoff,7-2012,32000
FALSE,Not employed,TRUE,Chargedoff,8-2012,2000
FALSE,Not employed,TRUE,Chargedoff,8-2013,4000
FALSE,Not employed,TRUE,Chargedoff,9-2008,3000
FALSE,Not employed,TRUE,Chargedoff,9-2011,12000
FALSE,Not employed,TRUE,Chargedoff,9-2012,4000
FALSE,Not employed,TRUE,Completed,10-2008,8500
FALSE,Not employed,TRUE,Completed,10-2010,16000
FALSE,Not employed,TRUE,Completed,10-2011,10500
FALSE,Not employed,TRUE,Completed,11-2009,2550
FALSE,Not employed,TRUE,Completed,11-2011,8000
FALSE,Not employed,TRUE,Completed,11-2012,15000
FALSE,Not employed,TRUE,Completed,1-2011,11000
